Id,SalePrice
2658,197014.268452957
2718,249004.83915898725
2414,146291.09953851238
1989,142915.7470171
625,198016.96744733865
333,104780.68516653893
1327,145023.69774692677
858,177586.060373633
95,190263.5634101322
1568,172640.4836613471
2482,183291.1109960898
1364,154590.5510592175
2584,208262.21964173004
818,250707.4147484627
2673,202830.1927610226
2089,80620.32680160127
1297,160073.8543104567
790,159941.5029118547
2616,222177.32581227634
720,173502.51031258143
222,143858.84869640457
557,112077.43769286238
1148,247097.1580873849
2766,156079.70022202074
534,169478.55756660693
1452,112077.43769286238
630,156882.129558178
2648,165424.8061630939
125,133319.09504727068
1904,70272.52186614646
1670,125079.24084164266
756,147131.64847675353
717,272576.19461443997
1032,162830.40526484555
852,213907.67294910975
1731,139480.79718061048
2639,185339.4644108395
2071,52892.66720157215
1267,54270.94267876658
1851,190639.13989294495
567,134808.24421007393
2439,186312.36474768262
1898,165749.10627537494
647,178183.38422766337
2256,229341.7269399978
979,125211.59224024462
1444,191368.8151455773
2485,117347.31451742933
157,137726.94522060332
88,140615.84757359413
2003,161076.55330483837
186,183909.91256311332
1425,233852.12985439386
2695,161319.77838904914
738,102510.58438057164
395,138345.74678762685
1353,188744.61558979042
1878,177940.1591434526
390,164046.53068589946
1456,203611.14438418666
1103,309281.7046172748
1387,169802.85767888796
2070,161208.90470344035
1199,160287.28073712895
2479,163641.15554554816
501,303333.42891060724
2362,111104.53735601928
1718,211048.56925365745
2188,78836.67618405554
1483,137432.4437658608
2557,109137.25896933985
437,270600.5952832151
2224,224933.8767666652
1628,122455.04128585575
397,141669.82293850754
587,247959.18473861922
971,115563.6638998836
2611,161857.50492800243
1887,43487.96394542191
2399,274581.59260320326
2148,208556.72109647255
304,126700.74140304787
1997,137778.22159113502
2817,143210.24847184247
1431,144801.95037570916
427,303090.2038263965
263,114023.23836654864
598,178883.26082275715
2895,261042.0629154697
687,163235.78040519686
1822,133967.69527183275
2191,140483.49617499218
179,140453.6975174536
1009,185074.76161363552
2010,134291.9953841138
1991,150152.90222834636
1411,216664.2239034986
1721,237935.67991544545
1144,174991.65947538463
593,172640.4836613471
575,260636.6877751184
1249,198016.96744733865
1604,117833.76468585091
1064,405709.7116503533
1923,173694.45902626048
1988,111782.9362381199
2325,150182.7008858849
114,224528.5016263139
2700,269495.34354777006
217,255063.9885512636
343,190528.26620733616
386,209691.77148945618
2005,111974.88495179896
2908,156830.85318764625
1814,213259.07272454767
2446,408539.016688267
