Id,SalePrice
2658,142800.8999000744
2718,172869.64273420756
2414,212845.77807920903
1989,125631.86060551426
625,163612.9751964808
333,101602.07200813263
1327,111268.50520309985
858,140909.16749582955
95,203726.01262386583
1568,155277.6358543526
2482,165642.25472939978
1364,131355.95849135472
2584,139425.8383368784
818,352183.25856747926
2673,150441.95115010432
2089,106359.52269939364
1297,155179.23411213406
790,121749.8064595412
2616,165364.45639117193
720,206996.9882753833
222,136096.4916354757
557,127220.02861044923
1148,197721.68306240148
2766,148566.28828035158
534,188408.7104788953
1452,111110.0394693483
630,135625.4691696174
2648,139014.8840146143
125,145671.44842095723
1904,75190.18912838984
1670,108484.51854710103
756,106123.0792498588
717,247887.4797263009
1032,152025.20824402652
852,208250.71708651417
1731,189748.54705516287
2639,107973.95042465256
2071,79639.70185751369
1267,119854.81567880619
1851,195485.36973957735
567,166397.50751234
2439,212420.16949084224
1898,154236.51484935824
647,134540.43303930812
2256,204276.30131030426
979,106000.80817531314
1444,231493.27491980215
2485,117534.33385107359
157,124371.26758559617
88,124031.32662762808
2003,110691.21173576557
186,237105.04352837056
1425,251142.38799290397
2695,135022.60253518252
738,107572.23392722607
395,155246.36423424265
1353,171911.5666712342
1878,132778.0326048857
390,164306.62323396673
1456,246817.4959428927
1103,295562.88339234464
1387,127622.67052659226
2070,134697.72438857445
1199,174585.2520713136
2479,177481.8655305763
501,288759.36915038025
2362,93233.53575023814
1718,182389.31259729917
2188,90285.74902616176
1483,150731.75392912116
2557,93388.10381855303
437,356846.1160084996
2224,168015.61556420848
1628,186063.5854435298
397,132704.5825539489
587,186974.87701696935
971,119627.60322802735
2611,138456.16942813894
1887,90672.08999726949
2399,339649.6324498722
2148,200814.0906032155
304,133888.5532346219
1997,135199.335859654
2817,137326.12761540926
1431,202434.07267615967
427,357849.26927052194
263,122382.53742741444
598,166869.67812227932
2895,228214.0886900056
687,148135.11160714575
1822,133635.25242132499
2191,106883.37008831235
179,131629.63039272945
1009,210266.32595164553
2010,125790.75070408249
1991,144544.5897955383
1411,142042.12971477714
1721,225616.87357985668
1144,203065.12165261857
593,239541.46776257578
575,280161.1934559707
1249,161712.8862643213
1604,119813.20372817208
1064,447393.3638316675
1923,137232.78331576215
1988,109949.17257166858
2325,172011.71565478065
114,209282.24994635617
2700,177587.9008216707
217,142859.30937196157
343,168583.42080508155
386,239714.9886749034
2005,95420.76577661248
2908,127294.99024307108
1814,220726.45161942972
2446,586006.68948704
208,166182.45727343913
1679,128255.10682060939
822,332810.15680463286
6,176492.13059438867
1781,407222.87206676457
2397,271603.3416917894
2340,286434.8582457351
1618,167982.60717703888
2843,132099.42879352078
1061,387169.86300115456
2786,110776.31279494872
1935,135178.8665567089
1341,127871.96691133926
521,283523.00426759373
2136,130136.2749030515
996,185527.04733032468
227,130726.87704812303
135,157543.35124149706
1167,173256.9503628021
294,206211.74904836918
1776,200393.73246087754
540,186270.8479257155
1717,180174.97360554934
2303,124002.97325965283
116,182750.9489237943
127,135320.80137786907
1371,138405.11848388024
1014,148534.4960176383
1507,93646.11265879415
702,139002.10808751424
750,156527.4422270006
261,144015.07419132252
1559,80997.50599089598
577,207770.71106835245
2812,213599.15280598454
2080,149686.41555259924
1368,123354.9643071163
2376,116666.32725804432
659,120416.51322950967
1235,118900.40447250476
332,94823.0376183679
1917,146487.52831039825
2094,269406.8269317478
1460,278058.06423727924
1471,197570.0297855424
1509,121598.26768201329
1922,126187.98129985551
433,499495.09424741863
460,267351.14508505206
1116,242821.15000717016
1137,174708.69683000108
53,179000.67860572253
2354,247348.62528588378
1475,199250.33158944707
1761,668589.6847931923
842,136566.77433583848
2739,141354.78368977268
2509,180665.9771397069
1007,206274.17521727868
2610,162923.33447506122
1952,105287.40682706144
2719,164697.68973164237
2921,101352.39981229772
1966,130300.62356720318
292,122088.92518208071
1204,185581.73659397644
1829,245811.01078189712
2419,194156.24547121403
391,156420.7871453934
798,122255.72984125529
481,206504.78240903612
193,201269.88605387014
555,122174.53639309172
899,72353.22078646891
2357,187397.76228430876
328,123624.2420776785
1356,128551.20305289683
1154,109837.9005750903
1730,176078.6753043313
2249,142152.11151611927
1119,273829.07677053567
2856,125568.464417083
1394,123323.68592249672
2587,113362.3324618891
61,326154.40221856494
2661,196068.2937929286
2711,127617.84300465345
1147,184773.8154931145
757,146313.33222817155
2623,85058.13905325362
2378,155493.35630122636
1413,139662.61552244108
1722,213506.2238119958
1112,211035.860938091
1623,187080.29385918324
1201,178885.09737280803
1513,121558.73324267947
957,637793.2766105415
1171,269454.39597064996
1145,209455.10569918403
2726,206572.4394572442
703,148656.8471013989
760,94839.67591612722
1964,135949.52059254836
2512,201712.57813438127
159,145212.71944779056
1281,158862.0843950633
468,179999.73377952477
290,126442.27585933042
665,118946.1601842178
1463,276096.6645368015
1792,223996.52307908432
923,122991.33277850905
500,257637.1522142021
1408,137367.3775699961
331,94503.5178465824
170,107328.17412211151
2192,96039.2063072969
2571,346857.1174786279
2314,167402.4399412577
2647,102192.62623385157
422,436411.974110039
2457,353426.26989105693
1838,195432.2461363182
2805,256841.98035057445
1645,168477.24693114476
1711,290746.20881796506
2825,244103.91124899744
322,333013.5199157029
2103,251524.98267633718
342,122247.57397512387
600,107007.62045348111
488,179152.82532472842
1725,298098.3112070092
2246,244820.99490847767
2847,143763.24509172884
806,240468.77641285013
530,228690.1109006116
963,191416.25310849014
2678,94004.16333020254
171,94788.25477169773
2401,411231.5886165601
805,226928.5067296731
2259,201370.85657062862
1748,199491.19728881842
1361,134738.87931556368
1677,126800.31173682965
1406,131022.94776058618
2322,237912.24772244226
688,150198.6634105232
143,127077.49901319058
804,213520.673466829
1214,154834.85807555515
2828,147407.71058781265
1999,191059.03493548688
2467,203950.1078315075
2665,174005.8197881592
1538,355351.83022135205
398,112539.05672869211
2822,137746.25432362396
2157,150463.01639058528
1856,169797.74170254733
1269,90521.04864780311
2570,107993.74096481966
2320,251459.81541412356
1517,134827.5509444273
2304,114010.00804866299
1312,116399.3942374721
2012,129550.83166297415
506,231053.83686189348
2865,182519.57932207067
2367,120129.9288186903
554,112135.42130651721
238,131445.2829946438
1954,109832.6651691324
2488,133115.97958693103
2291,101225.39168761663
1969,91409.60524450689
2725,142456.70647014887
1482,150731.75392912116
2763,207991.9642552953
503,242219.7366908377
1584,243587.27469407747
1531,142141.73284187244
