Id,SalePrice
2658,124590.26798660039
2718,158450.30328162215
2414,206536.67002562337
1989,99042.4509537173
625,184887.76423543174
333,90274.59990399562
1327,102455.35849465289
858,152736.76732214857
95,181366.98611635514
1568,175978.75146071083
2482,150509.4762452602
1364,107196.52525932457
2584,148719.26225292092
818,350211.8434841956
2673,136142.21789345358
2089,121795.82360440354
1297,145419.4110576485
790,114028.7553676734
2616,192204.80787480602
720,194364.75612486605
222,169293.91946422277
557,142327.86918617968
1148,187871.1237161517
2766,167765.31098805586
534,180712.47385001494
1452,124419.95702433895
630,139216.66521081384
2648,122458.83613201106
125,161402.8850220009
1904,69566.34608358043
1670,114313.4168894131
756,82239.70525174726
717,200886.91262987652
1032,157848.5636404906
852,208774.40316583213
1731,175234.150073577
2639,98460.67206507303
2071,90750.81617656541
1267,139709.03100967966
1851,206222.72901919583
567,157537.48200401932
2439,205260.58283911846
1898,154632.4992199528
647,155811.58255239442
2256,232694.413100647
979,92043.56703359331
1444,223838.0772625118
2485,129842.72035576588
157,138775.57299253438
88,128221.83205025246
2003,102024.25874254094
186,229443.5541592661
1425,239033.59588063508
2695,122080.0002098815
738,110596.20717561946
395,164940.33778589123
1353,183038.67071380568
1878,142293.67052157756
390,154389.21649520166
1456,236862.17084454707
1103,291051.86836805067
1387,126119.93041534787
2070,144245.82117752646
1199,157962.18282534214
2479,173437.3015547813
501,305177.34655830055
2362,98813.70435576381
1718,189701.61586168813
2188,85415.96241193356
1483,149675.94610206675
2557,89304.87954359088
437,369400.91541411827
2224,190977.48710392497
1628,195090.31856277437
397,154621.16246183653
587,167748.44357062943
971,127209.69327621647
2611,144060.7821984425
1887,106659.62389047333
2399,353901.8736075184
2148,204912.45914921892
304,105109.31962791564
1997,128355.84715216044
2817,126258.57041503933
1431,211899.4693237112
427,358264.12239602074
263,129388.10387136937
598,155316.84479745541
2895,248256.5406921941
687,142689.39864232592
1822,147010.37716401345
2191,92334.33506550916
179,121498.27288410427
1009,223485.81687194202
2010,134880.37415647585
1991,134309.3637265282
1411,152196.76796672886
1721,219625.27720296863
1144,188663.49291476983
593,216995.72321872457
575,329998.3946018019
1249,168158.09777009007
1604,130529.46356784247
1064,472577.88328333263
1923,162233.23937569367
1988,105640.11659426164
2325,171565.57655127152
114,188895.9964242402
2700,161500.0927450205
217,118339.65696321233
343,171122.66757862642
386,235840.4684288287
2005,105263.76328481335
2908,132045.85376792448
1814,222650.08677543877
2446,544981.2325303834
208,172282.94205961342
1679,112621.41325159918
822,316281.1801411129
6,180915.89113676237
1781,381525.32714192924
2397,288528.6007383634
2340,283907.62299291085
1618,161264.22425549963
2843,125965.54733774479
1061,381507.97069644433
2786,131987.93597637408
1935,141354.99264439606
1341,138615.18790971683
521,273821.7612338203
2136,139772.91966302312
996,189485.8021376982
227,142376.94008229967
135,160630.79610547452
1167,154866.566897932
294,250284.97238707525
1776,214713.35626023132
540,174386.28107385672
1717,192619.8506677678
2303,141399.01679625065
116,177005.67558409588
127,143164.24272133157
1371,129204.73810185288
1014,130922.37748686416
1507,103598.3561305784
702,118979.45676253995
750,139417.6720666582
261,150706.9593226129
1559,80586.02359647048
577,195466.68655437598
2812,198485.20542176568
2080,144884.95063602764
1368,118208.95128074892
2376,129458.04156630741
659,109450.31650230175
1235,136512.42564757584
332,84167.11369489644
1917,150205.72606899848
2094,266558.0654281576
1460,259304.2573928047
1471,201039.67351178455
1509,110507.04455937586
1922,136118.1584977666
433,524379.5344228309
460,270508.15246036195
1116,240694.90972839805
1137,162130.30219342833
53,164856.74835082173
2354,271413.1827312816
1475,190635.7459759675
1761,701239.4286326211
842,141929.61766921007
2739,145740.61058681863
2509,158492.86056746793
1007,204515.56310759677
2610,170135.5579155308
1952,92355.65014561395
2719,146421.07741289228
2921,87444.4969202305
1966,138382.47775181604
292,121219.26220141754
1204,178799.7912320169
1829,252908.6348951887
2419,186788.7507319184
391,156367.52681913666
798,110028.73074348227
481,201277.79005306854
193,180577.5413635972
555,129822.40118887372
899,65491.00589013147
2357,176213.27450388356
328,124740.32320147868
1356,119708.23805978107
1154,108694.17415294182
1730,175667.76782921067
2249,161569.38424758054
1119,271009.9671884204
2856,130228.63206743727
1394,134851.1865907972
2587,131956.0415199947
61,308463.5365361283
2661,178882.97278998184
2711,132156.78466951032
1147,178406.88561863312
757,131630.54676377957
2623,100346.18455451383
2378,136705.5669588142
1413,133119.41754565944
1722,223573.81005387873
1112,216558.00935814492
1623,187212.48986520688
1201,176463.79529958518
1513,99038.70074144923
957,330268.90310122614
1171,262473.0520842134
1145,193243.13841752778
2726,230866.62532341658
703,153845.7537628486
760,100516.12760653284
1964,146849.38370083718
2512,185879.37267293228
159,113444.83690882308
1281,161620.14117915425
468,178083.87612320058
290,116027.88473540751
665,90911.76784234309
1463,253006.0160924365
1792,221809.16582035564
923,144787.73549379836
500,258128.14714532622
1408,125618.98176593496
331,97055.22827511204
170,112466.06191052085
2192,99214.64986276973
2571,327120.6756274787
2314,168070.83486061962
2647,95321.0510326355
422,473689.3706096105
2457,337641.15489288
1838,201644.44807431617
2805,235448.9858029307
1645,159997.88276016488
1711,303100.0181576805
2825,224204.47868779983
322,320022.1436912911
2103,247158.23600608663
342,121886.38838405961
600,133494.36843737288
488,179300.4940876144
1725,311363.9932653302
2246,254924.55394538265
2847,141289.42466355875
806,226256.66024613302
530,241780.39302162288
963,199344.71005183068
2678,103580.68221388684
171,93863.52905938381
2401,424764.1434123319
805,228326.91320492164
2259,263738.32014948595
1748,209264.47962141296
1361,119738.49209844014
1677,105662.47682627903
1406,139271.95668639298
2322,227753.15854276327
688,143873.25381314874
143,141748.3609148171
804,217198.34243384036
1214,148919.45653993127
2828,128402.2686997658
1999,163167.46318183534
2467,199256.59979353918
2665,167088.77556072068
1538,474034.62457234325
398,122780.52447495445
2822,123922.6193104772
2157,145093.8241140126
1856,188245.39742265167
1269,107339.06119029984
2570,113974.18871720505
2320,229504.14285337154
1517,129132.59179540449
2304,123644.9442995748
1312,109249.76301915357
2012,138546.3649029102
506,232344.2174670008
2865,227645.48191182018
2367,100227.5790826845
554,91695.86745007797
238,125802.8794566822
1954,125382.82466488391
2488,134223.28615035934
2291,79598.73226947864
1969,110559.77982470689
