Id,SalePrice
2658,142136.52291376307
2718,172069.9553616796
2414,217379.03570715152
1989,124847.2759017461
625,163370.04234801664
333,101503.02790959868
1327,110138.08241598726
858,140404.62945247418
95,202125.32796056592
1568,154725.52099376422
2482,165866.92103952757
1364,129900.70644042712
2584,138243.36712065942
818,352530.3668005388
2673,149143.21594160583
2089,105250.56404231279
1297,157220.21959125527
790,121884.62915848773
2616,163009.65016248406
720,207031.1763193683
222,135942.54623584507
557,127184.41340936322
1148,197661.27233171975
2766,148049.766397582
534,187707.94142250958
1452,110683.5038100225
630,134678.90865714286
2648,138908.77142515892
125,146207.62205212703
1904,75760.66036196583
1670,107787.83315529946
756,105896.98731756903
717,244341.55142330803
1032,151451.96830313624
852,207420.8307877645
1731,190970.1384532242
2639,107265.9958602592
2071,78615.92374221246
1267,120364.99541086535
1851,196978.63830362895
567,168416.623217849
2439,213838.8924340735
1898,153566.11622632665
647,134105.90013334094
2256,204388.78010914742
979,105377.61122696918
1444,231968.29460107186
2485,117926.93015076876
157,123414.38205627316
88,124307.29379693152
2003,110759.69538674985
186,235987.64685303957
1425,249039.21933289937
2695,134515.185666084
738,107761.91661952918
395,154283.34211909186
1353,172575.00410512998
1878,131698.4120482594
390,162993.32366163036
1456,247202.49947937363
1103,292189.58431815944
1387,127959.69238309209
2070,135623.78541038177
1199,173594.4188146065
2479,178524.55955276318
501,286773.1027155454
2362,93297.10473006962
1718,182021.06253431295
2188,90547.44803308664
1483,150697.08034664005
2557,93416.72847586543
437,358823.11933059053
2224,166820.1863473983
1628,187580.60972773653
397,133243.5723726731
587,186108.76917694526
971,118187.61064140794
2611,137506.51712797067
1887,90489.23404302739
2399,341420.91550653515
2148,200116.4705906336
304,134357.07257895338
1997,134402.37366991336
2817,136799.35779827324
1431,203366.3608967126
427,361515.45252123463
263,122283.35582617528
598,166439.23869793225
2895,227144.72160052057
687,147812.42011023936
1822,133583.8103325249
2191,105451.96124782214
179,129891.29717811877
1009,210783.01605080496
2010,126735.66766013551
1991,145271.83324451023
1411,142267.5848878937
1721,226513.970610766
1144,204386.00839546078
593,240121.3878431027
575,281016.8604646354
1249,160881.90646733137
1604,119561.31128008099
1064,446105.92426833464
1923,136884.7208535702
1988,109541.979685067
2325,171851.92372080966
114,208934.2417636781
2700,176113.09836658876
217,143088.99593755175
343,168297.63717408793
386,238964.64926064076
2005,93921.7862701686
2908,126491.44712720402
1814,220761.0765383029
2446,582645.4364880413
208,166016.33616304173
1679,128347.74824068848
822,335003.7039242245
6,175916.8343948308
1781,410846.3645774405
2397,274953.83230781724
2340,285680.7676089021
1618,167227.3809444384
2843,133429.28146622647
1061,387274.54467014776
2786,110437.76178302073
1935,135027.55674228628
1341,127309.74503083923
521,280835.9751794221
2136,130283.34358759639
996,185172.1385311169
227,130501.6262155884
135,156524.338737624
1167,172723.09609030114
294,205749.6345939917
1776,201709.10055433493
540,185974.8168756205
1717,182019.2353665735
2303,123964.54027351478
116,181035.75828424483
127,135061.00247792763
1371,137165.746089161
1014,147074.24353419332
1507,93314.9005396048
702,141269.91913007645
750,156361.80458344409
261,143518.16133995025
1559,80589.80127000516
577,207278.047611559
2812,213736.62054228777
2080,149641.61409896924
1368,124004.0071213725
2376,117067.22275282016
659,120631.61854720974
1235,119284.61358348893
332,94968.79088646786
1917,145779.83352151333
2094,270639.25511446095
1460,275660.92670063075
1471,197386.23861543837
1509,120722.5675894485
1922,125233.927092729
433,499820.88345063565
460,268324.70559261466
1116,239223.95877191122
1137,174033.21135759627
53,178937.8175607686
2354,250600.98803610276
1475,198627.49224057465
1761,659601.5251603917
842,135896.9292942612
2739,139932.8369432643
2509,180545.51499344496
1007,206772.42947755643
2610,162115.1071078163
1952,106084.25577693827
2719,163673.64347237727
2921,101487.92009671782
1966,130577.45775699767
292,122645.41562618577
1204,185227.28692087182
1829,246605.64256590317
2419,197564.30453301466
391,156173.2055828553
798,122205.02395030358
481,208583.59113888725
193,199175.2664770206
555,122261.0707696063
899,71745.92337076951
2357,187124.80242279335
328,123977.5551585779
1356,127392.11201261518
1154,111178.14752145465
1730,179474.71348462597
2249,141852.15840151784
1119,277222.44249319163
2856,125833.92882244464
1394,121849.31151609856
2587,112741.9907287454
61,322949.41354234295
2661,193377.7766076405
2711,127113.62757122573
1147,185624.42332323536
757,145332.44404518892
2623,84794.2790384781
2378,155072.8979877831
1413,139620.12622307378
1722,212521.45077810483
1112,211704.57030148618
1623,186569.61752734944
1201,180069.99839281273
1513,121028.8652426303
957,653872.9888328881
1171,269033.4301050435
1145,210496.2840458142
2726,204497.44252796908
703,147210.53919946175
760,96748.36569345529
1964,135748.79903491086
2512,202955.9924114106
159,143941.65329548708
1281,158863.3368139637
468,180609.34848755933
290,126551.74167829353
665,119168.42531532126
1463,274957.3131749076
1792,223389.2624536045
923,122330.75616864894
500,255709.92702583945
1408,135388.26141748234
331,94916.15390513881
170,108661.73857748929
2192,96067.06473309905
2571,344330.89547565096
2314,166672.51393105715
